fid18,fid16,fid14,fid12
411484,411484,411484,411484
411486,411486,411486,411486
411487,411487,411487,411487
411489,411489,411489,411489
411490,411490,411490,411490
411491,411491,411491,411491
411492,411492,411492,411492
411493,411493,411493,411493
411495,411495,411495,411495
411496,411496,411496,411496
411497,411497,411497,411497
411499,411499,411499,411499
411501,411501,411501,411501
411502,411502,411502,411502
411504,411504,411504,411504
411508,411508,411508,411508
411509,411509,411509,411509
411510,411510,411510,411510
411511,411511,411511,411511
411512,411512,411512,411512
411513,411513,411513,411513
411514,411514,411514,411514
411515,411515,411515,411515
411517,411517,411517,411517
411518,411518,411518,411518
411520,411520,411520,411520
411521,411521,411521,411521
411522,411522,411522,411522
411523,411523,411523,411523
411525,411525,411525,411525
411527,411527,411527,411527
411529,411529,411529,411529
411531,411531,411531,411531
411532,411532,411532,411532
411536,411536,411536,411536
411538,411538,411538,411538
411540,411540,411540,411540
411541,411541,411541,411541
411542,411542,411542,411542
411545,411545,411545,411545
411546,411546,411546,411546
411547,411547,411547,411547
411548,411548,411548,411548
411549,411549,411549,411549
411551,411551,411551,411551
411552,411552,411552,411552
411553,411553,411553,411553
411555,411555,411555,411555
411558,411558,411558,411558
411559,411559,411559,411559
411560,411560,411560,411560
411561,411561,411561,411561
411562,411562,411562,411562
411564,411564,411564,411564
411565,411565,411565,411565
411566,411566,411566,411566
411567,411567,411567,411567
411568,411568,411568,411568
411570,411570,411570,411570
411572,411572,411572,411572
411573,411573,411573,411573
411574,411574,411574,411574
411577,411577,411577,411577
411578,411578,411578,411578
411579,411579,411579,411579
411581,411581,411581,411581
411582,411582,411582,411582
411583,411583,411583,411583
411585,411585,411585,411585
411586,411586,411586,411586
411587,411587,411587,411587
411588,411588,411588,411588
411590,411590,411590,411590
411591,411591,411591,411591
411592,411592,411592,411592
411593,411593,411593,411593
411594,411594,411594,411594
411596,411596,411596,411596
411597,411597,411597,411597
411598,411598,411598,411598
411599,411599,411599,411599
411601,411601,411601,411601
411602,411602,411602,411602
411603,411603,411603,411603
411604,411604,411604,411604
411605,411605,411605,411605
411606,411606,411606,411606
411607,411607,411607,411607
411608,411608,411608,411608
411609,411609,411609,411609
411612,411612,411612,411612
411613,411613,411613,411613
411615,411615,411615,411615
411617,411617,411617,411617
411620,411620,411620,411620
411621,411621,411621,411621
411622,411622,411622,411622
411623,411623,411623,411623
411624,411624,411624,411624
411625,411625,411625,411625
411627,411627,411627,411627
411628,411628,411628,411628
411630,411630,411630,411630
411631,411631,411631,411631
411634,411634,411634,411634
411637,411637,411637,411637
411638,411638,411638,411638
411642,411642,411642,411642
411643,411643,411643,411643
411644,411644,411644,411644
411645,411645,411645,411645
411646,411646,411646,411646
411647,411647,411647,411647
411648,411648,411648,411648
411649,411649,411649,411649
411650,411650,411650,411650
411651,411651,411651,411651
411653,411653,411653,411653
411654,411654,411654,411654
411655,411655,411655,411655
411657,411657,411657,411657
411658,411658,411658,411658
411659,411659,411659,411659
411660,411660,411660,411660
411661,411661,411661,411661
411662,411662,411662,411662
411663,411663,411663,411663
411664,411664,411664,411664
411665,411665,411665,411665
411666,411666,411666,411666
411667,411667,411667,411667
411668,411668,411668,411668
411669,411669,411669,411669
411670,411670,411670,411670
411671,411671,411671,411671
411672,411672,411672,411672
411673,411673,411673,411673
411675,411675,411675,411675
411676,411676,411676,411676
411677,411677,411677,411677
411680,411680,411680,411680
411681,411681,411681,411681
411684,411684,411684,411684
411687,411687,411687,411687
411688,411688,411688,411688
411689,411689,411689,411689
411691,411691,411691,411691
411692,411692,411692,411692
411694,411694,411694,411694
411695,411695,411695,411695
411698,411698,411698,411698
411699,411699,411699,411699
411700,411700,411700,411700
411701,411701,411701,411701
411702,411702,411702,411702
411704,411704,411704,411704
411706,411706,411706,411706
411708,411708,411708,411708
411709,411709,411709,411709
411710,411710,411710,411710
411711,411711,411711,411711
411712,411712,411712,411712
411720,411720,411720,411720
411721,411721,411721,411721
411727,411727,411727,411727
411729,411729,411729,411729
411730,411730,411730,411730
411732,411732,411732,411732
411733,411733,411733,411733
411734,411734,411734,411734
411735,411735,411735,411735
411736,411736,411736,411736
411737,411737,411737,411737
411738,411738,411738,411738
411739,411739,411739,411739
411740,411740,411740,411740
411741,411741,411741,411741
411743,411743,411743,411743
411744,411744,411744,411744
411745,411745,411745,411745
411746,411746,411746,411746
411747,411747,411747,411747
411748,411748,411748,411748
411749,411749,411749,411749
411750,411750,411750,411750
411751,411751,411751,411751
411752,411752,411752,411752
411753,411753,411753,411753
411755,411755,411755,411755
411759,411759,411759,411759
411760,411760,411760,411760
411762,411762,411762,411762
411763,411763,411763,411763
411764,411764,411764,411764
411765,411765,411765,411765
411766,411766,411766,411766
411770,411770,411770,411770
411771,411771,411771,411771
411772,411772,411772,411772
411773,411773,411773,411773
411774,411774,411774,411774
411775,411775,411775,411775
411776,411776,411776,411776
411778,411778,411778,411778
411779,411779,411779,411779
411780,411780,411780,411780
411782,411782,411782,411782
411785,411785,411785,411785
411786,411786,411786,411786
411788,411788,411788,411788
411791,411791,411791,411791
411792,411792,411792,411792
411793,411793,411793,411793
411794,411794,411794,411794
411796,411796,411796,411796
411797,411797,411797,411797
411800,411800,411800,411800
411801,411801,411801,411801
411802,411802,411802,411802
411803,411803,411803,411803
411807,411807,411807,411807
411808,411808,411808,411808
411809,411809,411809,411809
411810,411810,411810,411810
411811,411811,411811,411811
411812,411812,411812,411812
411813,411813,411813,411813
411814,411814,411814,411814
411816,411816,411816,411816
411817,411817,411817,411817
411820,411820,411820,411820
411821,411821,411821,411821
411822,411822,411822,411822
411823,411823,411823,411823
411829,411829,411829,411829
411830,411830,411830,411830
411831,411831,411831,411831
411834,411834,411834,411834
411835,411835,411835,411835
411836,411836,411836,411836
411838,411838,411838,411838
411839,411839,411839,411839
411840,411840,411840,411840
411841,411841,411841,411841
411843,411843,411843,411843
411844,411844,411844,411844
411846,411846,411846,411846
411848,411848,411848,411848
411849,411849,411849,411849
411850,411850,411850,411850
411852,411852,411852,411852
411859,411859,411859,411859
411860,411860,411860,411860
411863,411863,411863,411863
411864,411864,411864,411864
411865,411865,411865,411865
411873,411873,411873,411873
411875,411875,411875,411875
411876,411876,411876,411876
411877,411877,411877,411877
411880,411880,411880,411880
411883,411883,411883,411883
411887,411887,411887,411887
411953,411953,411953,411953
415133,415133,415133,415133
415758,415758,415758,415758
420002,420002,420002,420002
420004,420004,420004,420004
420006,420006,420006,420006
420007,420007,420007,420007
420008,420008,420008,420008
420009,420009,420009,420009
420010,420010,420010,420010
420011,420011,420011,420011
420012,420012,420012,420012
420013,420013,420013,420013
420016,420016,420016,420016
420018,420018,420018,420018
420019,420019,420019,420019
420021,420021,420021,420021
420022,420022,420022,420022
420024,420024,420024,420024
420025,420025,420025,420025
420026,420026,420026,420026
420027,420027,420027,420027
420028,420028,420028,420028
420030,420030,420030,420030
420034,420034,420034,420034
420045,420045,420045,420045
420047,420047,420047,420047
420048,420048,420048,420048
420049,420049,420049,420049
420054,420054,420054,420054
420056,420056,420056,420056
420057,420057,420057,420057
420059,420059,420059,420059
420061,420061,420061,420061
420062,420062,420062,420062
420067,420067,420067,420067
420069,420069,420069,420069
420070,420070,420070,420070
420072,420072,420072,420072
420075,420075,420075,420075
420076,420076,420076,420076
420077,420077,420077,420077
420079,420079,420079,420079
420082,420082,420082,420082
420085,420085,420085,420085
420089,420089,420089,420089
420090,420090,420090,420090
420105,420105,420105,420105
420108,420108,420108,420108
420118,420118,420118,420118
420120,420120,420120,420120
420253,420253,420253,420253
420254,420254,420254,420254
420255,420255,420255,420255
420256,420256,420256,420256
420257,420257,420257,420257
420258,420258,420258,420258
420259,420259,420259,420259
420260,420260,420260,420260
420261,420261,420261,420261
420263,420263,420263,420263
420264,420264,420264,420264
420265,420265,420265,420265
420266,420266,420266,420266
420267,420267,420267,420267
420268,420268,420268,420268
420270,420270,420270,420270
420271,420271,420271,420271
420272,420272,420272,420272
420273,420273,420273,420273
420274,420274,420274,420274
420275,420275,420275,420275
420276,420276,420276,420276
420277,420277,420277,420277
420278,420278,420278,420278
420279,420279,420279,420279
420280,420280,420280,420280
420282,420282,420282,420282
420284,420284,420284,420284
420287,420287,420287,420287
420288,420288,420288,420288
420289,420289,420289,420289
420290,420290,420290,420290
420294,420294,420294,420294
420295,420295,420295,420295
420296,420296,420296,420296
420297,420297,420297,420297
420298,420298,420298,420298
420300,420300,420300,420300
420301,420301,420301,420301
420302,420302,420302,420302
420303,420303,420303,420303
420305,420305,420305,420305
420306,420306,420306,420306
420308,420308,420308,420308
420309,420309,420309,420309
420310,420310,420310,420310
420311,420311,420311,420311
420313,420313,420313,420313
420314,420314,420314,420314
420316,420316,420316,420316
420317,420317,420317,420317
420318,420318,420318,420318
420319,420319,420319,420319
420322,420322,420322,420322
420323,420323,420323,420323
420324,420324,420324,420324
420325,420325,420325,420325
420326,420326,420326,420326
420327,420327,420327,420327
420328,420328,420328,420328
420329,420329,420329,420329
420330,420330,420330,420330
420331,420331,420331,420331
420332,420332,420332,420332
420333,420333,420333,420333
420334,420334,420334,420334
420338,420338,420338,420338
420339,420339,420339,420339
420340,420340,420340,420340
420342,420342,420342,420342
420343,420343,420343,420343
420344,420344,420344,420344
420345,420345,420345,420345
